name,lat,lon,city,username,password,theatre_id
"PVR: Oberoi Mall, Goregaon (E)",19.17399,72.86125,5,AX3M,XZQVvNhX,559
"PVR: Phoenix, Kotak IMAX, Lower Parel",18.9952,72.82407,5,Mochii-kuuuun,7Tq8S7N06nF,560
"PVR: Phoenix, Lower Parel",18.9952,72.82407,5,BokuWaFang,piyLFVREbX,561
PVR: Sion,19.04175,72.86422,5,Kaito_W,pg84D9fPG,562
"PVR: Sona Shopping Centre, Kandivali (W)",19.20243,72.8511,5,migo0110,jT5iFRrk,563
Regal Cinema: Colaba,18.92472,72.83243,5,Jiruga0005,u9lCxvv3,564
"RNA Play Cinema: Kalanagar, Bandra (E)",19.06131,72.85097,5,SP1FF,Qgy5hOYLjTb,565
Roxy Cinema: Charni Road,18.95486,72.81667,5,hibino,RcpTFqIJOu,566
"Royal Talkies, Falkland Road",18.9614956,72.8238455,5,live4evil,bKPHESkwjGV,567
Sangeeta Cineplex: Malad,19.18976,72.85168,5,RedVampire,I6ydDSDIHAj,568
"Shalimar Cinema, Bharat Nagar",18.9616462,72.8210111,5,vasvird,zBxvkLji,569
"Sharad Talkies, Chembur",19.0506621,72.9104431,5,Soul_Smoke,nwaySB5GKtB,570
Sharada Cinema: Dadar (E),19.01385,72.84666,5,LadyMal,PHd0VhhL2,571
"Sheetal Cinema, Kurla North",19.0825802,72.8822279,5,Weapo,rOT4Iqyn,572
"Shri Krishna Cinema, Bhandup Ind. Estate",19.151394,72.936919,5,Jony,ffyLH2GzH,573
"Silver Cinema, Ambewadi",18.9586775,72.8254684,5,ChuuiHawkeye,gyfmwbmb,574
Sterling Cineplex: Fort,18.93838,72.83307,5,AJIKA,nGy7Qmro7kR,575
Sun City: Vile Parle,19.10541,72.84651,5,Mellorox9,9JP2dbf36r,576
"Super Cinema, Bharat Nagar",18.9620626,72.8209921,5,k8m0nst3r,6HGjFtSjy,577
Super Cinema: Grant Road,18.962068,72.821162,5,Nodzomi,sIshRkYPJwK,578
